Distance,Duration,Passengers,TimeOfDay,WeatherCondition,TrafficCondition,Fare
9.720168211977168,20,4,1,0,0,425.4411099637612
14.8315799794232,21,1,3,2,0,526.7385000887253
10.934478515909964,29,2,2,2,2,522.8666502515501
18.718213846108153,30,1,2,1,2,691.7445252516475
11.882777788810982,17,2,1,1,2,433.58115357201467
8.973202497470787,19,3,1,0,2,400.68226936980915
8.699412615409752,14,1,1,0,2,336.6791140065826
13.420522012447261,29,2,2,1,1,572.6265153207919
8.941124127844029,22,2,2,1,0,409.98483659483696
13.768789853353107,25,4,1,3,1,551.059086679604
18.467343254037154,13,4,2,1,2,534.455181648742
10.99100757710596,12,4,3,0,2,361.75693042376633
8.28981138735925,12,4,3,2,0,310.4143907803257
19.963064097426653,18,4,1,3,1,611.1506429053154
12.642894405146968,27,1,0,2,1,547.294665779203
6.363641182606909,16,4,3,2,0,318.6874733694971
5.706745631371018,25,2,0,3,1,390.4362471554468
6.644736955259887,21,1,2,1,1,365.9692495052942
14.41169062554635,17,2,0,1,2,474.2786221269377
16.881190465444462,24,4,1,1,2,608.3660157998196
11.33239950199526,19,4,2,3,0,447.90427817170007
5.952915592279357,21,4,2,0,2,363.387340532047
10.724289297598052,27,2,1,3,2,498.7839742655625
19.94182070360145,19,1,2,0,2,608.2971730927676
12.936715176487056,30,2,1,3,2,587.0432817232323
19.566175664204273,17,2,2,1,1,573.1738803495201
17.91169553351747,26,4,3,0,1,642.8688888754467
5.172215329142294,18,4,3,1,0,310.1473702455066
15.81082729040292,20,1,2,3,0,530.1636874007867
15.225655535398621,27,4,0,2,0,608.5451416433905
13.054554956131927,26,3,2,2,2,552.3281564108802
9.002377849288141,13,4,1,2,1,344.94146373073875
14.614426978697121,11,4,0,1,0,437.0917006726494
6.673282603938146,21,3,1,1,2,371.06169385815446
11.521478760036576,23,2,1,3,1,484.5959724648321
11.805855594938096,29,2,0,2,0,543.0577182241881
19.307238912816203,25,3,0,1,1,651.2815803158563
18.13779410567291,18,2,0,0,0,556.3304383152068
8.950835761266362,12,1,0,3,1,306.61349299072884
12.508791695754475,16,1,2,1,0,431.8338263198046
7.679778207951971,14,4,1,0,1,326.01577039733695
18.689417590172308,26,3,0,1,1,661.1701145397026
18.057778547551504,17,3,3,2,1,563.9154667263568
9.476671871729494,19,2,3,0,0,390.8920022635776
14.584242422990078,27,1,1,1,2,570.8674405602936
14.134553171572584,16,3,0,0,1,457.9807991874004
7.292589028244523,13,2,1,3,0,291.5679138794252
16.43766200112727,21,2,1,0,0,566.4211667921445
13.090685451794386,14,1,2,0,1,424.4604621186292
16.679397179458373,11,2,1,0,2,467.85731790118734
12.955305082927662,17,1,3,3,0,447.34732856299445
5.008578441919153,24,2,3,2,0,367.94982735902386
9.862340855070096,30,1,0,3,1,503.23400545911255
5.292151135787485,24,1,1,0,2,365.3249707244213
18.936479243969256,13,3,0,2,0,533.1796024964174
18.180828167347762,10,1,1,3,0,474.55058848585884
17.47498294041769,25,3,2,3,1,627.2698755830378
9.612711881039921,11,4,2,3,2,340.7583216667772
5.8688774974128135,18,4,2,3,1,318.99413862750566
18.17014398806061,18,3,2,1,0,562.9199020734932
19.20424167946991,28,3,1,1,0,682.1931257426606
6.2848017810181815,22,4,0,2,1,368.38596868141224
12.289856949749208,19,3,1,0,1,468.258426073691
6.038187777025755,12,4,1,2,1,268.9934678747637
16.40903247885847,11,1,3,1,1,451.6313218681868
16.487516439604818,18,1,0,0,0,520.9932287796757
6.925871967496442,29,1,3,1,1,438.3082678083026
12.12923567148097,22,2,3,3,2,489.3881719336667
13.247053902424158,25,4,0,0,2,550.4040287300276
8.975849434100887,10,4,3,0,2,310.7363116948859
18.08649561627886,22,4,2,1,2,603.480967482551
11.347069103013304,22,3,0,1,2,472.9177022694543
8.176973081631232,24,3,2,3,0,432.2936204005741
13.089441331691875,11,4,3,3,2,406.07397720428816
15.948966036349642,17,4,1,3,1,513.3414130341522
8.017265950845438,16,4,2,0,0,345.3401713455196
9.675744369513424,22,3,0,3,2,432.4689891659439
19.92724034991342,15,4,2,1,2,573.2482337941426
14.748170864591803,23,4,1,0,0,553.6376405285096
11.57150125871756,27,3,1,2,0,525.5497573675802
12.76363761553386,11,1,2,3,2,385.61041602581645
6.815062938023986,19,4,3,0,0,365.7327778514193
8.37046005547336,11,2,2,0,0,306.2953203414939
10.07128343221183,27,4,3,0,0,499.51739376569867
13.8246307768585,21,3,2,1,2,507.4761298340914
8.451720988948654,10,4,1,1,0,307.87669791118293
8.303260766773391,29,1,0,0,0,466.7423396716727
6.064896290135488,20,3,0,1,0,349.76237193221783
14.466544359051484,18,3,0,0,2,485.8617847396336
8.434126757167316,28,1,1,1,2,459.453546985421
18.58130019509192,16,1,1,0,0,543.9220595896163
17.894531003806197,10,4,1,2,0,495.93353113189835
6.062860248329802,20,2,1,0,0,333.00185615100673
8.570069515534929,29,3,0,0,0,489.7937382604471
15.034666674444209,23,3,2,0,2,552.0846199716857
8.213552110556579,23,2,1,2,0,406.42480784559734
6.984677730875375,11,4,1,1,0,271.9176983081546
19.032713608710065,13,2,3,2,2,522.1495728563417
13.565646399879267,27,1,3,2,2,554.2728233847963
12.090065394676913,22,4,1,0,0,500.91479335047376
16.7692913643613,19,3,3,0,0,552.4333210860269
17.11245496649965,27,4,3,1,2,645.4783478385231
7.856148715428166,24,2,2,2,1,410.1455211957745
6.45396221343235,23,4,2,0,1,398.0805235771096
11.465767736095664,28,4,0,2,2,545.1786985833896
11.353679345298811,28,1,3,3,0,515.7613561050096
12.005370020550124,26,1,0,1,1,523.7224087407449
15.93613774189776,18,3,2,1,2,514.9926211766964
15.100468209399523,15,2,1,3,0,474.4178800720369
19.762478170489494,22,4,1,1,2,650.1148787434828
6.476268067279383,24,2,3,3,2,391.11380705553415
11.039319231534032,17,3,3,0,1,424.01697900798865
10.089539080924446,14,2,0,0,0,358.64974420111173
17.925088045291865,10,1,3,0,0,477.0328332724659
8.729845008804284,18,3,1,0,1,389.3960992179464
7.8531336266121725,18,4,1,3,2,361.26965786345835
11.729203217496979,12,1,2,3,0,372.57485155015
11.328224597516062,17,2,2,2,0,407.4025895918268
9.178177170004107,27,3,3,1,1,486.6971790394119
8.747096718231507,19,3,2,0,1,380.71726159944876
18.848983989140194,20,1,1,1,0,595.5773987904664
11.646961175801854,28,2,3,2,0,534.9227432778114
17.92023657142746,22,2,2,3,0,598.7621223223106
13.25487968674772,11,4,2,0,2,396.5984562616325
5.758824942873218,29,4,1,0,1,425.3201000784265
19.9892370261909,18,2,0,1,1,592.950936904325
17.54041377619928,21,4,0,3,0,583.7666539771401
19.53494385927127,18,3,2,2,0,601.648154488297
18.89550474512191,18,2,0,3,0,580.988104372975
17.730436016214583,30,1,0,2,0,677.2466533474753
7.49466665905871,29,3,3,3,1,468.34725737762113
12.284616881760776,10,3,3,0,1,377.03377883405875
8.206209487987724,13,3,2,0,2,315.12416228149687
11.01560438824179,19,4,2,3,0,445.1195101404871
5.879530999582684,28,3,0,1,0,422.96726892986374
10.684596784653742,20,3,1,3,2,444.71025304003774
19.779632656695888,18,4,3,3,2,597.4056828739061
8.978045872582278,15,4,3,1,0,367.36523235721944
16.76105902922854,24,2,2,1,2,591.4008212155704
11.82512551008715,24,3,0,2,0,493.9749731547566
11.345112289852445,10,3,0,3,0,352.081324368028
19.3597646128951,24,3,2,2,0,652.9149824620829
19.93134034239071,10,3,3,2,0,519.7676307726018
13.336524851084274,24,2,1,2,0,535.5357946749758
15.77612412944489,11,3,3,0,2,445.52991680078827
7.321952379110962,21,3,2,1,1,378.2248416686985
9.450617382418464,25,1,2,3,1,453.7275111015299
19.530640474537382,30,3,0,2,1,708.386042884583
13.687704362243844,27,1,3,0,1,560.7168405941323
13.132928020614113,16,4,0,0,1,448.66029903389096
16.21963340568596,23,2,3,1,2,580.5402310490609
5.8574790936122465,11,2,2,3,2,247.17296735699244
13.762663916884568,28,3,1,1,1,581.2319140754271
12.542755743792704,12,3,3,0,0,395.36605932407895
17.790798380724283,18,4,2,2,1,565.8043164030046
7.361490919092249,29,3,0,3,1,455.3357404572276
19.411683549116756,27,2,0,0,2,679.9088227373387
6.201671978608803,20,3,3,3,1,349.1712828636887
7.787374414710849,12,4,1,2,2,308.5509918954417
13.925526596750416,24,3,0,2,1,535.1424056402892
15.128188304061352,15,1,1,3,1,469.62359473005546
8.528058425013967,18,2,3,1,2,368.04485835072484
6.798299209206863,18,2,2,1,1,344.2214167404858
18.35430971194156,18,2,1,3,1,569.0296012775958
8.693230216829374,25,1,0,2,0,430.738958521841
13.917787303001617,14,3,3,0,2,439.19890690406555
14.290722654981547,17,4,3,1,2,480.6149381352512
11.288373730038087,30,2,0,3,2,547.6227014221598
13.75508433936837,15,4,2,1,1,460.4869940961166
12.841740732979384,14,2,2,3,1,420.91481604511785
19.020593866046408,29,3,2,3,1,688.9110563457292
8.063887991353047,30,1,3,2,2,485.3930256196445
15.742877011841221,11,2,0,2,1,454.2451000247933
8.58028928923769,17,2,3,0,0,369.61124942823113
10.936787701868818,13,1,1,1,2,354.2987219441954
15.07535334439957,30,1,1,3,0,621.4560080390554
9.499956196981433,11,4,1,3,2,323.0497328700806
9.742657944077811,15,2,1,0,2,371.85566458643785
16.277967386216034,26,1,3,1,2,593.446132895978
6.088146717397359,24,2,1,0,1,372.6842529269691
11.874282839278791,28,1,1,3,1,534.6241012221955
19.976816612816634,20,4,1,3,0,627.3371998441597
19.941446717826416,11,1,2,0,0,515.9566455417437
6.098910816494495,27,4,2,0,0,430.31782916800097
8.197314684005606,17,3,3,2,2,364.1979166486768
8.97800622125602,11,3,3,1,0,313.03606388366217
18.998890669905634,18,3,0,0,1,586.1848542881851
18.212962605296592,18,2,3,2,1,559.8915183436166
18.18905363726814,10,3,0,3,0,480.1058329060901
10.542906331083259,21,4,3,1,2,451.8214325224397
7.36620248535848,27,3,1,2,0,448.18956767869827
17.506174319597108,11,3,1,0,0,484.48394938347246
15.553098876310564,29,4,0,0,0,629.7002891259912
14.175166485889251,17,2,1,1,1,476.9625500856049
19.808495954472566,21,2,3,0,0,626.9698857840121
14.80964476566099,13,1,1,1,0,439.4933266969799
5.11734660728237,12,2,2,1,2,246.14258952244765
17.256562026731924,26,1,3,3,1,628.6566553632433
9.490681282999669,24,1,2,1,2,447.4884925051894
14.95083072449116,13,3,1,1,2,452.77508486147445
19.08395005890656,26,3,0,0,1,660.4184005759527
7.014366715900516,12,4,1,0,0,299.4294182038353
6.731430056286533,17,3,0,2,2,322.13535294973383
6.605539665641265,16,4,1,0,0,329.48625909627873
13.298354613272238,20,1,2,3,2,476.99482940165103
9.085223184722246,28,2,3,0,2,487.0723381359957
14.072447405453358,21,2,3,3,1,511.2971263418209
15.76418280708197,23,1,1,3,1,566.1455262977815
8.053959684911794,12,1,1,3,0,297.00053571773344
14.513569383276195,30,2,3,1,0,602.0336262660828
8.959758524456142,23,3,0,3,2,443.1793859116172
12.327977782240648,19,1,3,1,2,455.32978262494834
18.58004736618985,14,2,1,2,2,539.4137798146876
17.691555699422832,10,1,3,2,2,460.098389060639
6.384477015691001,20,2,2,3,1,352.13758491625276
11.353636588455895,29,4,3,2,1,547.6148790370953
9.150203359583776,21,3,3,3,0,426.9620381014567
5.0531853363167345,20,4,1,1,1,327.94542087975555
16.566788345294405,23,3,0,2,2,588.1819077726834
14.556700659520695,30,4,1,1,2,614.7138763827933
8.929328936515223,21,2,2,1,0,399.5332751886
16.118463625218965,25,3,3,0,2,594.2597810513098
13.275206316895868,19,3,0,0,2,472.8202226853016
11.41530378471019,29,4,2,1,1,546.5774761097347
5.1450454941251,10,1,3,3,2,211.1220017854982
6.128657901106505,15,4,2,2,0,309.35403756808864
18.246595899502147,21,1,3,3,1,597.853838426495
18.558928573398397,11,2,3,2,1,497.5782495920779
13.183854338082835,19,1,3,0,2,461.71684897432823
17.51892529829025,14,3,2,1,0,521.2610313846699
13.73764349734691,28,3,0,3,1,579.8531846406582
7.22140678351224,10,3,1,0,0,259.9510531771245
6.911682789232081,13,2,2,3,0,279.0747763123257
9.623875248952006,29,3,2,0,0,509.655192997932
18.484722331138848,16,3,3,2,1,553.0254365411339
16.941834573320627,20,4,0,1,0,559.3292345713302
17.910538730013542,26,4,3,0,2,645.5047261525281
18.48386954789712,26,2,0,0,0,648.0555891887908
8.15114807509631,28,1,0,0,0,448.5041380829204
8.742946088343867,21,1,0,3,0,406.72019601569787
6.541904325076784,16,2,0,1,0,310.95782512512045
16.70174362807164,22,3,1,1,0,581.89914957312
18.262020521765134,28,1,1,3,2,661.9776756854709
11.095660847481753,11,2,2,0,1,348.59767962481595
14.309922652260692,14,3,0,3,1,461.1962859823232
7.318300074983069,22,2,0,2,1,385.86050877490703
18.948215235405115,30,2,3,0,1,707.2943178661806
17.96908544329946,12,4,1,3,1,517.6690670396072
19.643090493964444,12,2,0,3,0,525.377070576787
17.161575799105954,17,2,1,0,2,524.2254479848569
18.221243069949864,28,1,2,3,0,655.0812875723517
5.371795428472831,26,2,0,1,1,381.6496168866913
16.048467076326233,28,2,0,2,2,611.4064840610351
9.98278201919643,30,3,2,0,1,525.1300101823468
18.962238290724883,27,4,0,3,1,678.0451102159325
17.033527084057084,23,3,3,1,1,596.5311853394667
17.96096042562919,27,2,1,2,2,648.0438858803102
17.161239748615834,13,3,0,1,1,506.7977739646116
9.00208564391708,26,4,0,1,0,467.77245545570827
16.810617637032067,11,2,3,0,2,459.43362976380826
6.621434396044357,29,1,0,1,1,444.86406080223577
18.082501743591344,25,1,1,2,1,627.0942524751316
17.878898770066726,26,3,1,2,2,637.6644371980295
8.336505763184967,26,2,2,3,0,439.04330957331115
17.248799083953934,24,4,1,0,2,609.5905365728595
11.904548520184132,20,4,3,1,1,461.93131380773735
9.577863010079009,18,4,0,0,1,402.59729608299733
16.930182487292925,16,1,1,0,2,504.69360663466824
8.413932311116556,28,1,2,3,0,456.77880943226535
5.3549665205217725,19,3,0,3,1,330.5467107853894
7.89694682491563,17,2,0,0,1,339.1311273266069
9.923929267965597,20,3,0,1,1,423.0849562476949
17.965294130454296,17,4,0,2,1,558.8379983687977
19.503336560725415,21,1,1,1,2,605.6286507460259
9.186874890828072,17,2,3,0,0,368.51163656898797
14.622226079114416,24,1,3,0,1,541.7352594373738
10.995175765400912,20,4,2,1,2,450.75774421277157
19.717245307973904,13,4,1,2,1,548.3110488929684
13.043235987180829,17,3,3,0,2,461.958176914742
19.088557104870738,24,1,1,0,0,643.9748554583625
6.730126277771413,23,4,2,2,2,393.33534409545365
19.55600916533342,21,3,0,0,1,625.4891258818562
7.678517242586954,12,2,1,1,0,296.95497315995783
19.438014736423334,21,1,1,3,0,618.59292783806
8.98199543784453,27,3,1,2,2,481.28961836662944
6.626038208220667,26,2,1,2,2,409.92102450459157
11.518456378469665,12,3,3,2,1,383.3166361210646
15.928175909790564,21,1,2,2,1,551.4411206997165
9.705159712924868,30,2,0,2,2,522.8786221749028
14.09313279959215,25,2,2,0,2,559.3566066890702
12.671345895042172,29,3,2,2,0,569.0430228317331
10.777931500170908,17,1,3,3,0,393.9056627452495
13.648820652448993,24,2,2,1,0,542.8819412357119
8.820837592078728,23,2,3,1,0,433.47470562182565
15.631779257512559,17,3,1,1,2,502.91292751380763
5.025369173279442,28,4,2,2,0,408.11817733924465
18.88362748248624,14,4,0,3,1,543.904638189437
13.076779956391878,27,3,3,0,0,553.3694482061387
15.791449987172683,17,2,1,2,0,501.42189537343125
16.129251167592148,23,4,1,3,1,588.7576755536869
15.059427566494993,28,3,1,1,1,602.2768699438016
10.463322076718963,14,2,1,0,1,377.4660062166695
6.049607166894653,29,2,3,1,1,435.2956807591743
14.963565273669085,18,2,3,2,2,502.22829811525474
9.953000540638946,19,2,2,1,1,409.11999060506434
9.708734675875395,20,2,0,0,2,407.19932299724854
17.720229192595035,20,2,2,3,2,570.5524788341013
15.796313945209253,13,1,0,0,0,457.8455649562212
9.504834023168963,12,2,2,2,1,326.40412972263215
9.6392699331298,23,1,0,3,1,442.3690838053443
11.125893629288253,23,2,3,2,0,475.5372718443664
11.03600580586587,26,3,2,1,2,508.24404563802784
9.434828037889204,14,4,3,1,1,363.1645453794014
6.9093169858872985,28,1,1,2,2,427.1034408907801
11.306695006593625,25,2,2,2,2,490.74542224860136
19.105455060952746,30,2,3,2,1,697.5536606466515
15.159769179090993,16,1,3,3,0,468.51681700930123
18.542083185988737,15,2,2,1,2,548.849991782051
14.232723739270709,24,1,0,2,0,530.5363987688651
9.51424811848348,10,2,0,1,0,313.5863304039216
13.219058197035473,15,2,0,3,2,442.7438594710562
5.006089095459313,13,3,0,2,1,251.90006943131206
9.303705753033908,23,4,2,0,1,451.6228215745197
11.448322249847518,18,4,1,3,1,438.98408560524507
13.69977171793523,27,4,3,2,1,571.2018590811738
14.820584355546075,25,1,1,0,2,561.6819816558469
11.974822853705213,13,1,1,3,0,381.49267224416013
11.632396989572111,14,4,3,2,1,399.51172115469285
8.205521014836505,11,4,1,0,0,311.20305322716644
12.097792788639893,23,3,0,1,0,495.55211663714977
18.517712387423813,10,1,2,2,2,487.4006413742124
16.940371401901704,15,4,1,1,0,516.0209055230699
7.545370942970822,12,4,1,3,2,307.67229801686693
6.271933050876826,14,2,1,0,1,288.710128857225
12.731780148728246,26,4,1,3,0,549.3099429766764
14.494112836486936,26,3,1,1,2,576.8129609663381
10.027823831147014,22,3,1,0,0,447.4961718435288
17.276351968049966,23,2,2,3,0,597.7721050892778
16.267072063110984,21,1,0,2,0,559.6433989841385
15.091935058357505,14,2,3,3,2,464.93311531972756
8.369609989959324,22,3,0,0,1,417.7157876416913
7.98694899089865,27,3,1,3,0,460.2114643827847
5.366380815902395,17,2,3,2,2,296.19211936414007
8.672638161175252,19,1,2,3,2,372.36935153562547
12.127045163282077,13,1,3,2,1,381.8157320076705
17.74606541937098,20,2,3,0,2,568.4446724268308
6.092423437768536,20,2,3,3,1,351.63551951436733
11.216615164965791,28,3,1,3,2,531.630436504453
14.446480711065705,29,4,0,1,2,603.0232964951167
7.91652855109564,29,2,0,1,2,468.93779563251377
15.445313757357575,13,2,0,2,1,463.7284315555637
12.415657535156555,11,1,3,1,2,380.43535014206793
8.659766593676583,12,2,3,3,2,309.92058867462697
14.840870166676762,21,3,0,2,0,537.3321388461812
5.083172272070477,24,2,2,1,0,358.4837830450349
16.264467149277095,23,1,1,2,0,573.4430104443283
16.550692828610376,30,2,3,1,2,658.1247094926698
6.598809448453084,24,3,2,3,0,404.80496448473286
11.377192909141012,23,4,2,1,2,477.7389488996723
7.638300225597975,19,1,0,2,1,358.39368538255786
19.369490634193095,25,1,0,2,1,649.8740621847911
12.769366256656113,14,1,3,0,2,411.26701514049387
5.7532757771096135,15,4,3,1,0,291.0076968545535
8.737974194899575,28,2,0,0,2,474.6781526082281
17.725045210274896,26,2,3,2,0,640.8370888970145
11.846927382052588,12,2,2,2,2,380.44460633049
17.021249025833967,14,3,0,0,2,512.9395724334777
15.013665988795296,10,1,0,2,1,408.33290851367843
19.81838679599672,28,3,0,3,0,703.2487846543571
13.931784777041296,28,1,2,0,2,564.9420639830562
19.25059412664734,21,4,3,0,1,632.1806693841392
18.371388887156556,30,4,1,0,1,706.5398167694508
14.189784841426443,24,3,1,2,1,553.6563160278029
15.789109419139507,22,4,2,2,0,563.7062646009919
12.571672472366028,20,1,3,0,0,457.9537704508394
17.458537545821226,24,4,2,0,0,612.9481731781505
13.218079259162426,15,4,3,0,1,441.7558226834468
18.45812154849893,26,3,2,1,0,662.9257662566813
16.154831632393773,28,3,3,3,0,620.0848579671137
12.120116552345799,18,4,3,2,0,451.0976899958176
8.887873226975291,13,1,2,3,1,325.3459627097686
8.708596062644894,17,2,2,0,2,355.06362642530814
14.564921551642344,19,3,1,2,2,510.9017849601852
16.48720526445748,25,1,2,3,0,585.5567180207483
12.819497192419732,20,4,0,1,0,485.4585115400797
14.401226554726719,11,3,2,3,2,431.1161835633416
9.118961703763073,28,2,2,3,1,490.95956799744164
6.162250307971037,26,4,0,0,0,408.7358815552888
9.285922262947288,26,2,0,2,2,455.8292512546654
9.07572660623277,28,4,1,2,0,497.9478334609472
9.795643526281435,26,2,1,2,1,481.67714990241325
13.102283337776846,23,3,2,2,1,523.0771240437201
7.075610922742336,19,1,3,2,1,349.55274532491256
8.4689221959228,20,2,3,2,1,392.00308603129344
15.409247184485784,22,2,3,2,0,540.1848691743712
15.596287125418284,20,3,0,0,2,527.5492268459354
5.963432760708171,15,1,2,1,0,288.772136573112
11.113990544998801,14,3,3,2,2,391.9313039159231
13.13916710755873,11,4,0,3,1,408.2919679729112
11.23661351154734,16,4,2,1,0,421.8212632629698
8.102515842716153,23,3,0,0,2,415.87601561822163
11.302152766601385,26,3,0,3,2,505.8749433087039
18.572577175102655,18,2,0,2,2,578.0988544454885
13.761191213063377,28,2,2,0,1,579.7484796875425
15.43284479746952,29,4,0,2,2,627.2651826584178
17.850980484559013,20,2,3,1,0,570.5216476775976
16.48391864177104,13,2,0,0,2,477.04000055711805
10.705715433915675,21,4,2,3,1,448.54535874802116
5.088441253759896,19,1,2,1,1,311.9923952791378
10.27638204007737,15,2,1,2,0,382.52338366148626
16.30212687589079,13,1,0,1,1,476.7655899098487
17.80171925853657,19,2,2,2,1,573.3085185738422
19.301455077051592,18,1,3,0,0,577.4382528272229
11.285319239447329,25,1,2,2,0,482.74100252503484
16.21273503467076,24,1,0,0,2,588.8958974699462
13.191984646007587,17,1,0,1,0,441.4651465140634
14.04878883411862,15,4,3,2,0,470.6624052528554
8.308080414857283,19,1,2,2,1,377.6620346113675
8.291324519321542,18,2,2,1,2,363.33909782679063
11.53753964069955,29,3,0,0,2,551.6677982314765
5.435372299200728,13,4,0,0,2,277.4137962600168
10.041943155475737,17,1,0,2,2,379.01012231237854
15.187128275425245,18,1,3,1,0,508.7259818606315
11.064750037064556,14,4,3,0,2,399.2475627005399
7.475670968052633,13,1,1,3,0,297.33427171086146
12.010852238484652,16,4,0,0,0,421.1581268647359
6.9144169592174105,27,3,3,2,1,425.9828273987198
14.33385441461097,26,1,2,0,0,563.1545286192264
5.404496778577065,15,2,1,1,0,277.9702063565092
10.910303845095571,10,2,1,3,2,342.3809667248289
13.465879745371613,29,3,1,3,0,591.4490366704329
5.406530695104687,11,1,3,2,0,224.803244589605
14.641244720140037,27,3,3,0,0,582.3842668194844
7.035492308458464,27,3,0,2,2,426.4759128752072
11.925476660772675,16,2,0,1,0,409.4117878244783
5.7542695023294135,10,3,2,3,0,232.99301303371507
10.686557962822093,25,1,3,1,0,478.1900962983697
8.174904263172223,10,4,0,2,2,298.42494310257666
9.902687073219628,21,1,0,0,0,413.3093762455417
16.418445618410406,16,2,0,0,2,511.78841750698075
10.686893233462044,19,2,2,2,0,425.5638128019684
16.280147353321773,28,2,2,2,0,623.0424510313485
17.478864277329087,23,4,0,1,1,612.47864049848
8.78407297673571,24,4,3,0,0,455.33531237050215
6.228593491424638,26,3,2,3,1,409.90789886967985
5.29074930575016,14,2,1,3,1,261.03870050685487
13.091285718838005,24,2,1,1,1,514.5528070176488
19.998617427638138,19,4,3,2,0,614.55065811056
10.249405155802759,13,2,3,3,0,346.60949423784115
14.752161398748125,13,2,1,3,1,446.26772030687675
16.718495744163423,24,1,1,3,1,592.8421861525359
14.776319828658341,23,3,0,3,2,554.6778537985525
16.313498060892893,25,3,1,0,0,594.4718185469545
19.244175990739834,18,2,3,1,2,583.5598956078353
7.990410235437993,12,2,3,1,0,293.43313510700773
5.305700259804985,14,1,2,0,2,263.8333092066067
7.285735186771856,18,4,3,0,1,357.4229399439186
6.893314623113094,13,2,2,3,0,295.2992583268726
15.04188266929866,21,4,3,2,0,545.0197664240558
13.459543728950287,12,3,1,3,1,410.12990210786506
8.269468113597554,17,3,3,3,2,358.1424757387427
15.491974568692262,12,4,0,2,2,454.49005987997145
16.503471475343613,20,2,1,2,2,557.8991644446401
